city,timestamp,temperature,season
New York,2010-01-01,2.586102960804544,winter
New York,2010-01-02,-2.2678528560257427,winter
New York,2010-01-03,-6.244679038017943,winter
New York,2010-01-04,-8.383762603137296,winter
New York,2010-01-05,2.24893584971644,winter
New York,2010-01-06,-7.581873985264607,winter
New York,2010-01-07,1.362300359887886,winter
New York,2010-01-08,-4.470433998117579,winter
New York,2010-01-09,-8.136405336420973,winter
New York,2010-01-10,7.65784321054911,winter
New York,2010-01-11,4.349117774894896,winter
New York,2010-01-12,2.696258137408058,winter
New York,2010-01-13,-3.896515960423492,winter
New York,2010-01-14,5.700746253533042,winter
New York,2010-01-15,0.009352866323494618,winter
New York,2010-01-16,-0.9362373102762185,winter
New York,2010-01-17,-4.755814010709807,winter
New York,2010-01-18,-4.523725230570482,winter
New York,2010-01-19,1.6676686591405203,winter
New York,2010-01-20,1.759495975743413,winter
New York,2010-01-21,-1.4480657635241336,winter
New York,2010-01-22,4.902250425514966,winter
New York,2010-01-23,5.647133744519013,winter
New York,2010-01-24,0.7271342741858415,winter
New York,2010-01-25,0.26856395481959944,winter
New York,2010-01-26,-0.956134059923473,winter
New York,2010-01-27,2.540253505748823,winter
New York,2010-01-28,3.0248373628655028,winter
New York,2010-01-29,0.3625758884947792,winter
New York,2010-01-30,2.7746961980182148,winter
New York,2010-01-31,-9.86142400796347,winter
New York,2010-02-01,-3.946209014526263,winter
New York,2010-02-02,-2.076429982629251,winter
New York,2010-02-03,-2.6645408617576787,winter
New York,2010-02-04,7.884054016401104,winter
New York,2010-02-05,1.3338209023261793,winter
New York,2010-02-06,-3.621957234451296,winter
New York,2010-02-07,6.0873152533656025,winter
New York,2010-02-08,-0.25056436261690107,winter
New York,2010-02-09,8.566002303955662,winter
New York,2010-02-10,-3.2823009410638955,winter
New York,2010-02-11,-4.798825716724167,winter
New York,2010-02-12,-4.645336374933213,winter
New York,2010-02-13,4.012051607868824,winter
New York,2010-02-14,4.55919785272142,winter
New York,2010-02-15,0.09847683101011862,winter
New York,2010-02-16,-8.80893943242301,winter
New York,2010-02-17,-3.237800158821939,winter
New York,2010-02-18,-3.9767112014889,winter
New York,2010-02-19,-4.442953985379454,winter
New York,2010-02-20,3.953576718075555,winter
New York,2010-02-21,5.508883286905592,winter
New York,2010-02-22,-3.8768933048115892,winter
New York,2010-02-23,-0.8665250419595341,winter
New York,2010-02-24,-1.1407791935768572,winter
New York,2010-02-25,3.228604946886482,winter
New York,2010-02-26,-12.785934525944816,winter
New York,2010-02-27,6.0475151640880025,winter
New York,2010-02-28,3.7644142917738947,winter
New York,2010-03-01,9.44062971380442,spring
New York,2010-03-02,12.293936411038402,spring
New York,2010-03-03,7.522365079172815,spring
New York,2010-03-04,12.233672201765067,spring
New York,2010-03-05,16.81409005506999,spring
New York,2010-03-06,13.249591219578772,spring
New York,2010-03-07,8.470257117336118,spring
New York,2010-03-08,6.342746933951478,spring
New York,2010-03-09,4.723487204721214,spring
New York,2010-03-10,8.68025357586857,spring
New York,2010-03-11,17.464061215180955,spring
New York,2010-03-12,11.461507239558971,spring
New York,2010-03-13,12.23074816762895,spring
New York,2010-03-14,22.76571720598148,spring
New York,2010-03-15,16.95140896535481,spring
New York,2010-03-16,13.192564238849645,spring
New York,2010-03-17,11.027394659472728,spring
New York,2010-03-18,8.627193780619585,spring
New York,2010-03-19,10.243320292026779,spring
New York,2010-03-20,0.34524591272487726,spring
New York,2010-03-21,10.19418240023745,spring
New York,2010-03-22,7.395906412408436,spring
New York,2010-03-23,9.802722076050877,spring
New York,2010-03-24,4.479871978676687,spring
New York,2010-03-25,8.916770687572422,spring
New York,2010-03-26,7.9799392750793405,spring
New York,2010-03-27,17.96661032049824,spring
New York,2010-03-28,13.661665517353102,spring
New York,2010-03-29,9.212770394812026,spring
New York,2010-03-30,10.146419179732893,spring
New York,2010-03-31,0.9125202560712857,spring
New York,2010-04-01,14.015662847263659,spring
New York,2010-04-02,12.072545400000532,spring
New York,2010-04-03,10.881071619633934,spring
New York,2010-04-04,6.017652917065869,spring
